0.703278628595723	,1.9118609246959	,-1.96060979246949	,1.5707963267949	,-0.0136045002498006	,-0.802159210663165	,2.0923037571447
0.703279392335844	,1.91185917278289	,-1.96060760002717	,1.5707963267949	,-0.0136045213112785	,-0.802159184312325	,2.0923010628743
0.703280217138748	,1.91185728078691	,-1.96060523228249	,1.5707963267949	,-0.013604544056701	,-0.802159155854452	,2.09229815317266
0.70328110535198	,1.91185524331979	,-1.96060268249368	,1.5707963267949	,-0.0136045685508126	,-0.802159125208498	,2.09229501975396
0.703282059322934	,1.91185305499332	,-1.96059994391905	,1.5707963267949	,-0.0136045948583554	,-0.802159092293413	,2.09229165433236
0.70328308139883	,1.91185071041923	,-1.96059700981704	,1.5707963267949	,-0.013604623044067	,-0.802159057028144	,2.09228804862203
0.70328417392671	,1.91184820420917	,-1.96059387344618	,1.5707963267949	,-0.0136046531726812	,-0.802159019331638	,2.09228419433713
0.703285339253422	,1.91184553097474	,-1.96059052806512	,1.5707963267949	,-0.0136046853089304	,-0.80215897912284	,2.09228008319181
0.703286579725605	,1.91184268532748	,-1.96058696693264	,1.5707963267949	,-0.0136047195175362	,-0.802158936320693	,2.09227570690022
0.703287897689681	,1.91183966187882	,-1.96058318330766	,1.5707963267949	,-0.0136047558632217	,-0.802158890844139	,2.09227105717653
0.703289295491834	,1.91183645524013	,-1.96057917044924	,1.5707963267949	,-0.0136047944107034	,-0.802158842612115	,2.09226612573488
0.703290775478002	,1.91183306002271	,-1.96057492161659	,1.5707963267949	,-0.0136048352246885	,-0.802158791543559	,2.09226090428941
0.703292339993857	,1.91182947083772	,-1.96057043006908	,1.5707963267949	,-0.0136048783698843	,-0.802158737557405	,2.09225538455427
0.703293991384795	,1.91182568229627	,-1.96056568906625	,1.5707963267949	,-0.0136049239109894	,-0.802158680572585	,2.09224955824358
0.703295731995915	,1.91182168900936	,-1.96056069186783	,1.5707963267949	,-0.0136049719126934	,-0.802158620508028	,2.09224341707148
0.703297564172005	,1.91181748558785	,-1.96055543173372	,1.5707963267949	,-0.013605022439684	,-0.802158557282661	,2.0922369527521
0.703299490257528	,1.91181306664252	,-1.96054990192405	,1.5707963267949	,-0.0136050755566401	,-0.802158490815406	,2.09223015699956
0.703301512596601	,1.91180842678402	,-1.96054409569913	,1.5707963267949	,-0.0136051313282302	,-0.802158421025185	,2.09222302152798
0.703303633532978	,1.91180356062287	,-1.96053800631951	,1.5707963267949	,-0.0136051898191196	,-0.802158347830914	,2.09221553805146
0.703305855410037	,1.91179846276947	,-1.96053162704597	,1.5707963267949	,-0.0136052510939635	,-0.802158271151508	,2.09220769828412
0.703308180570755	,1.91179312783408	,-1.96052495113952	,1.5707963267949	,-0.013605315217406	,-0.802158190905875	,2.09219949394006
0.703310611357693	,1.9117875504268	,-1.96051797186144	,1.5707963267949	,-0.0136053822540863	,-0.802158107012924	,2.09219091673336
0.703313150112978	,1.91178172515759	,-1.96051068247328	,1.5707963267949	,-0.0136054522686333	,-0.802158019391557	,2.09218195837811
0.703315799178279	,1.91177564663625	,-1.96050307623684	,1.5707963267949	,-0.0136055253256622	,-0.802157927960671	,2.09217261058841
0.703318560894792	,1.91176930947243	,-1.96049514641425	,1.5707963267949	,-0.0136056014897834	,-0.802157832639161	,2.09216286507831
0.703321437603216	,1.91176270827559	,-1.96048688626791	,1.5707963267949	,-0.0136056808255933	,-0.802157733345917	,2.09215271356189
0.703324431643734	,1.911755837655	,-1.96047828906055	,1.5707963267949	,-0.0136057633976776	,-0.802157629999824	,2.0921421477532
0.703327545355991	,1.91174869221979	,-1.96046934805523	,1.5707963267949	,-0.0136058492706113	,-0.802157522519763	,2.09213115936629
0.703330781079072	,1.91174126657884	,-1.96046005651535	,1.5707963267949	,-0.013605938508956	,-0.802157410824608	,2.09211974011521
0.70333414115148	,1.91173355534087	,-1.96045040770466	,1.5707963267949	,-0.0136060311772628	,-0.802157294833229	,2.09210788171399
0.703337627911116	,1.91172555311436	,-1.96044039488729	,1.5707963267949	,-0.0136061273400667	,-0.802157174464492	,2.09209557587665
0.703341243695251	,1.91171725450761	,-1.96043001132774	,1.5707963267949	,-0.0136062270618922	,-0.802157049637256	,2.09208281431721
0.703344990840506	,1.91170865412865	,-1.96041925029093	,1.5707963267949	,-0.0136063304072467	,-0.802156920270373	,2.09206958874967
0.703348871682827	,1.91169974658532	,-1.96040810504216	,1.5707963267949	,-0.0136064374406271	,-0.802156786282691	,2.09205589088803
0.703352888557464	,1.91169052648518	,-1.96039656884718	,1.5707963267949	,-0.0136065482265106	,-0.80215664759305	,2.09204171244627
0.703357043798939	,1.91168098843556	,-1.96038463497218	,1.5707963267949	,-0.0136066628293623	,-0.802156504120286	,2.09202704513837
0.703361339741028	,1.91167112704354	,-1.9603722966838	,1.5707963267949	,-0.01360678131363	,-0.802156355783226	,2.09201188067829
0.703365778716733	,1.9116609369159	,-1.96035954724915	,1.5707963267949	,-0.0136069037437441	,-0.802156202500691	,2.09199621077998
0.703370363058255	,1.91165041265917	,-1.96034637993585	,1.5707963267949	,-0.0136070301841169	,-0.802156044191494	,2.09198002715738
0.703375095096967	,1.91163954887958	,-1.960332788012	,1.5707963267949	,-0.0136071606991468	,-0.802155880774441	,2.09196332152441
0.703379977163389	,1.91162834018308	,-1.96031876474624	,1.5707963267949	,-0.0136072953532089	,-0.802155712168332	,2.091946085595
0.703385011587163	,1.91161678117531	,-1.96030430340774	,1.5707963267949	,-0.0136074342106625	,-0.802155538291957	,2.09192831108303
0.703390200697018	,1.91160486646157	,-1.96028939726621	,1.5707963267949	,-0.0136075773358453	,-0.802155359064098	,2.0919099897024
0.703395546820749	,1.91159259064687	,-1.96027403959196	,1.5707963267949	,-0.0136077247930775	,-0.802155174403529	,2.09189111316699
0.703401052285186	,1.91157994833587	,-1.96025822365587	,1.5707963267949	,-0.0136078766466543	,-0.802154984229017	,2.09187167319064
0.703406719416163	,1.91156693413288	,-1.96024194272944	,1.5707963267949	,-0.0136080329608523	,-0.802154788459318	,2.09185166148721
0.703412550538491	,1.91155354264188	,-1.96022519008479	,1.5707963267949	,-0.0136081937999268	,-0.802154587013178	,2.09183106977052
0.703418547975928	,1.91153976846646	,-1.96020795899466	,1.5707963267949	,-0.0136083592281064	,-0.802154379809337	,2.09180988975439
0.703424714051149	,1.91152560620984	,-1.9601902427325	,1.5707963267949	,-0.0136085293096011	,-0.802154166766523	,2.09178811315261
0.703431051085712	,1.91151105047487	,-1.96017203457239	,1.5707963267949	,-0.0136087041085933	,-0.802153947803453	,2.09176573167897
0.703437561400032	,1.91149609586398	,-1.96015332778915	,1.5707963267949	,-0.0136088836892423	,-0.802153722838837	,2.09174273704721
0.703444247313345	,1.91148073697922	,-1.96013411565829	,1.5707963267949	,-0.01360906811568	,-0.802153491791371	,2.09171912097111
0.70345111114368	,1.9114649684222	,-1.96011439145607	,1.5707963267949	,-0.013609257452015	,-0.802153254579742	,2.09169487516436
0.703458155207821	,1.91144878479411	,-1.96009414845951	,1.5707963267949	,-0.0136094517623269	,-0.802153011122627	,2.0916699913407
0.703465381821282	,1.91143218069569	,-1.96007337994639	,1.5707963267949	,-0.0136096511106691	,-0.802152761338688	,2.0916444612138
0.703472793298266	,1.91141515072724	,-1.96005207919532	,1.5707963267949	,-0.0136098555610653	,-0.802152505146579	,2.09161827649735
0.703480391951636	,1.9113976894886	,-1.9600302394857	,1.5707963267949	,-0.0136100651775113	,-0.802152242464941	,2.09159142890497
0.703488180092881	,1.91137979157912	,-1.96000785409777	,1.5707963267949	,-0.0136102800239719	,-0.802151973212401	,2.09156391015032
0.703496160032078	,1.91136145159767	,-1.95998491631264	,1.5707963267949	,-0.0136105001643827	,-0.802151697307575	,2.09153571194699
0.703504334077861	,1.91134266414262	,-1.95996141941231	,1.5707963267949	,-0.013610725662649	,-0.802151414669066	,2.09150682600857
0.703512704537382	,1.91132342381183	,-1.95993735667966	,1.5707963267949	,-0.0136109565826406	,-0.802151125215463	,2.09147724404863
0.703521273716279	,1.91130372520263	,-1.9599127213985	,1.5707963267949	,-0.013611192988197	,-0.802150828865342	,2.09144695778071
0.703530043918636	,1.91128356291183	,-1.95988750685361	,1.5707963267949	,-0.0136114349431242	,-0.802150525537266	,2.09141595891832
0.70353901744695	,1.91126293153568	,-1.9598617063307	,1.5707963267949	,-0.0136116825111916	,-0.802150215149781	,2.09138423917497
0.703548196602091	,1.91124182566985	,-1.9598353131165	,1.5707963267949	,-0.0136119357561375	,-0.802149897621422	,2.09135179026412
0.703557583683266	,1.91122023990948	,-1.95980832049874	,1.5707963267949	,-0.0136121947416594	,-0.802149572870706	,2.09131860389922
0.703567180987981	,1.91119816884909	,-1.95978072176619	,1.5707963267949	,-0.0136124595314211	,-0.802149240816136	,2.09128467179369
0.703576990812002	,1.9111756070826	,-1.95975251020868	,1.5707963267949	,-0.0136127301890472	,-0.802148901376202	,2.09124998566092
0.703587015449317	,1.91115254920333	,-1.95972367911712	,1.5707963267949	,-0.0136130067781259	,-0.802148554469373	,2.09121453721428
0.703597257192097	,1.91112898980397	,-1.95969422178354	,1.5707963267949	,-0.0136132893622021	,-0.802148200014106	,2.09117831816711
0.703607718330655	,1.91110492347656	,-1.95966413150107	,1.5707963267949	,-0.0136135780047848	,-0.80214783792884	,2.09114132023273
0.703618401153408	,1.9110803448125	,-1.95963340156404	,1.5707963267949	,-0.0136138727693389	,-0.802147468131996	,2.09110353512442
0.703629307946835	,1.9110552484025	,-1.95960202526791	,1.5707963267949	,-0.0136141737192883	,-0.802147090541979	,2.09106495455542
0.703640440995435	,1.91102962883662	,-1.95956999590939	,1.5707963267949	,-0.0136144809180134	,-0.802146705077177	,2.09102557023898
0.703651802581692	,1.9110034807042	,-1.95953730678639	,1.5707963267949	,-0.0136147944288538	,-0.802146311655957	,2.09098537388828
0.703663394986023	,1.91097679859387	,-1.95950395119808	,1.5707963267949	,-0.0136151143150993	,-0.802145910196671	,2.09094435721649
0.703675220486746	,1.91094957709354	,-1.9594699224449	,1.5707963267949	,-0.0136154406399971	,-0.802145500617651	,2.09090251193674
0.703687281360032	,1.91092181079039	,-1.95943521382863	,1.5707963267949	,-0.013615773466749	,-0.802145082837208	,2.09085982976213
0.703699579879861	,1.91089349427084	,-1.95939981865234	,1.5707963267949	,-0.0136161128585073	,-0.802144656773636	,2.09081630240573
0.703712118317984	,1.91086462212053	,-1.95936373022048	,1.5707963267949	,-0.0136164588783751	,-0.802144222345208	,2.09077192158057
0.703724898943874	,1.91083518892433	,-1.95932694183889	,1.5707963267949	,-0.013616811589408	,-0.802143779470177	,2.09072667899966
0.703737924024684	,1.9108051892663	,-1.95928944681479	,1.5707963267949	,-0.0136171710546114	,-0.802143328066774	,2.09068056637595
0.703751195825203	,1.91077461772971	,-1.95925123845687	,1.5707963267949	,-0.0136175373369376	,-0.802142868053212	,2.09063357542238
0.70376471660781	,1.91074346889697	,-1.95921231007526	,1.5707963267949	,-0.0136179104992884	,-0.802142399347679	,2.09058569785185
0.703778488632429	,1.91071173734967	,-1.95917265498159	,1.5707963267949	,-0.0136182906045095	,-0.802141921868342	,2.0905369253772
0.703792514156481	,1.91067941766851	,-1.95913226648903	,1.5707963267949	,-0.0136186777153959	,-0.802141435533348	,2.09048724971126
0.703806795434841	,1.91064650443336	,-1.95909113791226	,1.5707963267949	,-0.0136190718946843	,-0.802140940260819	,2.09043666256681
0.703821334719792	,1.91061299222316	,-1.95904926256756	,1.5707963267949	,-0.0136194732050576	,-0.802140435968853	,2.0903851556566
0.703836134260972	,1.91057887561595	,-1.9590066337728	,1.5707963267949	,-0.013619881709138	,-0.802139922575527	,2.09033272069331
0.703851196305333	,1.91054414918886	,-1.9589632448475	,1.5707963267949	,-0.0136202974694921	,-0.802139399998893	,2.09027934938962
0.70386652309709	,1.91050880751807	,-1.95891908911281	,1.5707963267949	,-0.0136207205486265	,-0.802138868156979	,2.09022503345815
0.703882116877671	,1.91047284517879	,-1.95887415989161	,1.5707963267949	,-0.0136211510089863	,-0.802138326967786	,2.09016976461147
0.703897979885673	,1.9104362567453	,-1.95882845050846	,1.5707963267949	,-0.0136215889129545	,-0.802137776349292	,2.09011353456212
0.703914114356808	,1.91039903679083	,-1.95878195428968	,1.5707963267949	,-0.0136220343228537	,-0.802137216219449	,2.09005633502259
0.703930522523858	,1.91036117988767	,-1.95873466456339	,1.5707963267949	,-0.0136224873009407	,-0.802136646496183	,2.08999815770534
0.703947206616621	,1.91032268060703	,-1.95868657465948	,1.5707963267949	,-0.0136229479094059	,-0.802136067097393	,2.08993899432277
0.703964168861861	,1.91028353351911	,-1.95863767790971	,1.5707963267949	,-0.013623416210379	,-0.802135477940951	,2.08987883658723
0.703981411483261	,1.91024373319304	,-1.95858796764769	,1.5707963267949	,-0.0136238922659171	,-0.8021348789447	,2.08981767621103
0.703998936701367	,1.9102032741969	,-1.95853743720894	,1.5707963267949	,-0.0136243761380115	,-0.802134270026458	,2.08975550490645
0.704016746733539	,1.91016215109764	,-1.9584860799309	,1.5707963267949	,-0.0136248678885842	,-0.802133651104014	,2.0896923143857
0.7040348437939	,1.91012035846114	,-1.95843388915298	,1.5707963267949	,-0.0136253675794853	,-0.802133022095126	,2.08962809636094
0.70405323009328	,1.91007789085212	,-1.95838085821656	,1.5707963267949	,-0.0136258752724938	,-0.802132382917525	,2.0895628425443
0.704071907839167	,1.91003474283418	,-1.95832698046506	,1.5707963267949	,-0.0136263910293177	,-0.802131733488911	,2.08949654464784
0.70409087923565	,1.90999090896974	,-1.95827224924397	,1.5707963267949	,-0.0136269149115877	,-0.802131073726955	,2.08942919438358
0.704110146483368	,1.90994638382006	,-1.95821665790084	,1.5707963267949	,-0.0136274469808608	,-0.802130403549296	,2.08936078346348
0.704129711779456	,1.90990116194517	,-1.95816019978535	,1.5707963267949	,-0.0136279872986176	,-0.802129722873542	,2.08929130359946
0.70414957731749	,1.90985523790391	,-1.95810286824933	,1.5707963267949	,-0.0136285359262605	,-0.80212903161727	,2.08922074650337
0.70416974528743	,1.90980860625388	,-1.95804465664679	,1.5707963267949	,-0.0136290929251146	,-0.802128329698025	,2.08914910388702
0.704190217875569	,1.90976126155143	,-1.95798555833396	,1.5707963267949	,-0.0136296583564217	,-0.802127617033318	,2.08907636746215
0.704210997264471	,1.90971319835162	,-1.95792556666932	,1.5707963267949	,-0.0136302322813453	,-0.80212689354063	,2.08900252894046
0.704232085632924	,1.90966441120823	,-1.95786467501364	,1.5707963267949	,-0.0136308147609654	,-0.802126159137404	,2.08892758003359
0.704253485155875	,1.90961489467373	,-1.95780287672999	,1.5707963267949	,-0.0136314058562768	,-0.802125413741052	,2.0888515124531
0.704275198004377	,1.90956464329928	,-1.9577401651838	,1.5707963267949	,-0.0136320056281916	,-0.802124657268952	,2.08877431791052
0.704297226345531	,1.90951365163466	,-1.95767653374289	,1.5707963267949	,-0.0136326141375331	,-0.802123889638443	,2.08869598811731
0.704319572342429	,1.9094619142283	,-1.95761197577747	,1.5707963267949	,-0.0136332314450378	,-0.802123110766833	,2.08861651478486
0.704342238154096	,1.90940942562724	,-1.95754648466024	,1.5707963267949	,-0.0136338576113531	,-0.802122320571392	,2.08853588962451
0.704365225935429	,1.90935618037712	,-1.95748005376635	,1.5707963267949	,-0.0136344926970384	,-0.802121518969352	,2.08845410434753
0.704388537837141	,1.90930217302216	,-1.9574126764735	,1.5707963267949	,-0.0136351367625567	,-0.80212070587791	,2.08837115066514
0.704412176005702	,1.90924739810512	,-1.95734434616192	,1.5707963267949	,-0.0136357898682817	,-0.802119881214225	,2.08828702028848
0.704436142583276	,1.90919185016731	,-1.95727505621446	,1.5707963267949	,-0.0136364520744934	,-0.802119044895417	,2.08820170492862
0.704460439707663	,1.90913552374853	,-1.95720480001657	,1.5707963267949	,-0.0136371234413719	,-0.802118196838567	,2.0881151962966
0.704485069512241	,1.90907841338712	,-1.95713357095637	,1.5707963267949	,-0.0136378040290044	,-0.802117336960718	,2.08802748610334
0.704510034125901	,1.90902051361987	,-1.95706136242468	,1.5707963267949	,-0.0136384938973784	,-0.802116465178873	,2.08793856605974
0.704535335672986	,1.90896181898201	,-1.95698816781506	,1.5707963267949	,-0.013639193106382	,-0.802115581409995	,2.0878484278766
0.704560976273232	,1.90890232400724	,-1.95691398052382	,1.5707963267949	,-0.013639901715802	,-0.802114685571005	,2.08775706326467
0.704586958041707	,1.90884202322765	,-1.95683879395009	,1.5707963267949	,-0.0136406197853205	,-0.802113777578784	,2.08766446393462
0.704613283088741	,1.90878091117374	,-1.95676260149584	,1.5707963267949	,-0.0136413473745201	,-0.80211285735017	,2.08757062159703
0.704639953519875	,1.90871898237437	,-1.95668539656591	,1.5707963267949	,-0.0136420845428749	,-0.802111924801959	,2.08747552796245
0.704666971435785	,1.90865623135677	,-1.95660717256806	,1.5707963267949	,-0.0136428313497525	,-0.802110979850905	,2.08737917474132
0.704694338932229	,1.90859265264649	,-1.95652792291301	,1.5707963267949	,-0.0136435878544141	,-0.802110022413717	,2.08728155364401
0.704722058099976	,1.9085282407674	,-1.95644764101446	,1.5707963267949	,-0.0136443541160087	,-0.80210905240706	,2.08718265638084
0.704750131024747	,1.90846299024166	,-1.95636632028913	,1.5707963267949	,-0.0136451301935763	,-0.802108069747557	,2.08708247466202
0.704778559787144	,1.90839689558969	,-1.95628395415683	,1.5707963267949	,-0.0136459161460429	,-0.802107074351782	,2.0869810001977
0.70480734646259	,1.90832995133017	,-1.95620053604044	,1.5707963267949	,-0.0136467120322221	,-0.802106066136265	,2.08687822469794
0.704836492583168	,1.90826215323186	,-1.95611606092572	,1.5707963267949	,-0.0136475178959321	,-0.802105045036344	,2.08677414179455
0.704865996640138	,1.90819350412695	,-1.95603053260312	,1.5707963267949	,-0.0136483336969366	,-0.802104011093725	,2.08666875596488
0.704895856059044	,1.9081240093231	,-1.95594395794876	,1.5707963267949	,-0.0136491593655386	,-0.802102964387392	,2.08656207548723
0.704926068263385	,1.90805367413034	,-1.95585634384259	,1.5707963267949	,-0.013649994831991	,-0.80210190499636	,2.08645410864399
0.704956630675819	,1.90798250385847	,-1.955767697165	,1.5707963267949	,-0.0136508400265232	,-0.802100832999637	,2.08634486371752
0.704987540718239	,1.90791050381702	,-1.95567802479681	,1.5707963267949	,-0.0136516948793499	,-0.802099748476227	,2.08623434899015
0.705018795811829	,1.90783767931534	,-1.95558733361922	,1.5707963267949	,-0.0136525593206649	,-0.802098651505125	,2.08612257274422
0.705050393377141	,1.90776403566259	,-1.95549563051374	,1.5707963267949	,-0.0136534332806502	,-0.802097542165324	,2.08600954326206
0.705082330834153	,1.90768957816778	,-1.95540292236221	,1.5707963267949	,-0.01365431668947	,-0.802096420535811	,2.08589526882598
0.705114605602338	,1.90761431213976	,-1.95530921604669	,1.5707963267949	,-0.0136552094772791	,-0.802095286695568	,2.08577975771829
0.705147215100728	,1.90753824288727	,-1.95521451844949	,1.5707963267949	,-0.0136561115742193	,-0.802094140723576	,2.08566301822128
0.705180156747978	,1.90746137571899	,-1.95511883645307	,1.5707963267949	,-0.0136570229104231	,-0.802092982698811	,2.08554505861724
0.70521342796243	,1.90738371594347	,-1.95502217694002	,1.5707963267949	,-0.0136579434160131	,-0.802091812700247	,2.08542588718847
0.705247026162177	,1.90730526886927	,-1.95492454679304	,1.5707963267949	,-0.0136588730211056	,-0.802090630806859	,2.08530551221723
0.705280948765124	,1.9072260398049	,-1.95482595289487	,1.5707963267949	,-0.0136598116558115	,-0.802089437097618	,2.08518394198581
0.705315193189057	,1.90714603405885	,-1.9547264021283	,1.5707963267949	,-0.0136607592502349	,-0.802088231651495	,2.08506118477647
0.705349756851694	,1.90706525693967	,-1.95462590137607	,1.5707963267949	,-0.0136617157344805	,-0.802087014547462	,2.08493724887149
0.705384637170758	,1.9069837137559	,-1.95452445752086	,1.5707963267949	,-0.013662681038646	,-0.802085785864491	,2.08481214255313
0.705419831564033	,1.90690140981618	,-1.95442207744527	,1.5707963267949	,-0.0136636550928326	,-0.802084545681556	,2.08468587410367
0.705455337449423	,1.90681835042922	,-1.95431876803176	,1.5707963267949	,-0.0136646378271417	,-0.802083294077631	,2.08455845180537
0.705491152245015	,1.90673454090384	,-1.9542145361626	,1.5707963267949	,-0.0136656291716744	,-0.802082031131694	,2.0844298839405
0.70552727336914	,1.90664998654895	,-1.95410938871989	,1.5707963267949	,-0.0136666290565373	,-0.802080756922725	,2.08430017879133
0.705563698240431	,1.90656469267366	,-1.95400333258546	,1.5707963267949	,-0.0136676374118396	,-0.802079471529707	,2.08416934464015
0.70560042427788	,1.90647866458721	,-1.95389637464086	,1.5707963267949	,-0.0136686541676987	,-0.802078175031627	,2.08403738976922
0.705637448900899	,1.90639190759904	,-1.95378852176732	,1.5707963267949	,-0.013669679254237	,-0.802076867507478	,2.08390432246083
0.705674769529378	,1.90630442701878	,-1.95367978084573	,1.5707963267949	,-0.0136707126015851	,-0.802075549036257	,2.08377015099728
0.705712383583743	,1.9062162281563	,-1.95357015875659	,1.5707963267949	,-0.0136717541398861	,-0.802074219696964	,2.08363488366086
0.70575028848501	,1.90612731632172	,-1.95345966237996	,1.5707963267949	,-0.0136728037992899	,-0.802072879568608	,2.08349852873386
0.705788481654847	,1.90603769682542	,-1.95334829859546	,1.5707963267949	,-0.0136738615099619	,-0.802071528730204	,2.08336109449862
0.705826960515624	,1.90594737497807	,-1.95323607428222	,1.5707963267949	,-0.0136749272020786	,-0.802070167260772	,2.08322258923744
0.705865722490475	,1.90585635609064	,-1.95312299631883	,1.5707963267949	,-0.0136760008058303	,-0.802068795239343	,2.08308302123266
0.705904765003349	,1.90576464547441	,-1.95300907158332	,1.5707963267949	,-0.0136770822514247	,-0.802067412744952	,2.08294239876661
0.705944085479068	,1.90567224844104	,-1.95289430695314	,1.5707963267949	,-0.0136781714690875	,-0.802066019856645	,2.08280073012166
0.705983681343377	,1.90557917030252	,-1.9527787093051	,1.5707963267949	,-0.0136792683890583	,-0.802064616653476	,2.08265802358017
0.706023550023003	,1.90548541637124	,-1.95266228551536	,1.5707963267949	,-0.0136803729416002	,-0.802063203214509	,2.08251428742452
0.706063688945708	,1.90539099195997	,-1.95254504245937	,1.5707963267949	,-0.013681485056992	,-0.802061779618818	,2.0823695299371
0.706104095540336	,1.90529590238192	,-1.95242698701188	,1.5707963267949	,-0.0136826046655383	,-0.802060345945486	,2.08222375940032
0.706144767236875	,1.90520015295071	,-1.95230812604686	,1.5707963267949	,-0.0136837316975651	,-0.802058902273608	,2.0820769840966
0.706185701466501	,1.90510374898044	,-1.95218846643751	,1.5707963267949	,-0.0136848660834206	,-0.802057448682291	,2.08192921230839
0.706226895661635	,1.90500669578567	,-1.95206801505619	,1.5707963267949	,-0.0136860077534795	,-0.802055985250651	,2.08178045231814
0.706268347255992	,1.90490899868143	,-1.95194677877442	,1.5707963267949	,-0.0136871566381407	,-0.802054512057821	,2.08163071240832
0.706310053684633	,1.9048106629833	,-1.95182476446285	,1.5707963267949	,-0.0136883126678331	,-0.802053029182941	,2.08148000086144
0.706352012384012	,1.90471169400734	,-1.95170197899119	,1.5707963267949	,-0.0136894757730115	,-0.802051536705168	,2.08132832596
0.706394220792031	,1.90461209707017	,-1.95157842922823	,1.5707963267949	,-0.0136906458841599	,-0.802050034703672	,2.08117569598653
0.706436676348088	,1.90451187748897	,-1.95145412204178	,1.5707963267949	,-0.0136918229317953	,-0.802048523257637	,2.0810221192236
0.706479376493121	,1.90441104058149	,-1.95132906429864	,1.5707963267949	,-0.0136930068464611	,-0.802047002446259	,2.08086760395378
0.706522318669665	,1.90430959166607	,-1.95120326286458	,1.5707963267949	,-0.0136941975587401	,-0.802045472348753	,2.08071215845966
0.706565500321894	,1.90420753606165	,-1.95107672460433	,1.5707963267949	,-0.0136953949992424	,-0.802043933044346	,2.08055579102387
0.706608918895668	,1.90410487908782	,-1.95094945638151	,1.5707963267949	,-0.0136965990986155	,-0.802042384612282	,2.08039850992905
0.706652571838587	,1.90400162606478	,-1.95082146505862	,1.5707963267949	,-0.0136978097875433	,-0.802040827131822	,2.08024032345788
0.706696456600031	,1.9038977823134	,-1.95069275749703	,1.5707963267949	,-0.0136990269967443	,-0.802039260682241	,2.08008123989306
0.706740570631207	,1.90379335315521	,-1.95056334055693	,1.5707963267949	,-0.0137002506569761	,-0.802037685342835	,2.07992126751729
0.7067849113852	,1.90368834391244	,-1.9504332210973	,1.5707963267949	,-0.0137014806990354	,-0.802036101192913	,2.07976041461334
