0.065000	,0.773256	,-0.000000	,0.442798
0.066000	,0.773256	,-0.000000	,0.442791
0.067000	,0.773256	,-0.000000	,0.442783
0.068000	,0.773256	,-0.000000	,0.442775
0.069000	,0.773256	,-0.000000	,0.442767
0.070000	,0.773256	,-0.000000	,0.442759
0.071000	,0.773256	,-0.000000	,0.442751
0.072000	,0.773256	,-0.000000	,0.442742
0.073000	,0.773256	,-0.000000	,0.442734
0.074000	,0.773256	,-0.000000	,0.442725
0.075000	,0.773256	,-0.000000	,0.442716
0.076000	,0.773256	,-0.000000	,0.442708
0.077000	,0.773256	,-0.000000	,0.442699
0.078000	,0.773256	,-0.000000	,0.442690
0.079000	,0.773256	,-0.000000	,0.442681
0.080000	,0.773256	,-0.000000	,0.442672
0.081000	,0.773256	,-0.000000	,0.442662
0.082000	,0.773256	,-0.000000	,0.442653
0.083000	,0.773256	,-0.000000	,0.442644
0.084000	,0.773256	,-0.000000	,0.442634
0.085000	,0.773256	,-0.000000	,0.442625
0.086000	,0.773256	,-0.000000	,0.442615
0.087000	,0.773256	,-0.000000	,0.442605
0.088000	,0.773256	,-0.000000	,0.442596
0.089000	,0.773256	,-0.000000	,0.442586
0.090000	,0.773256	,-0.000000	,0.442576
0.091000	,0.773256	,-0.000000	,0.442566
0.092000	,0.773256	,-0.000000	,0.442557
0.093000	,0.773256	,-0.000000	,0.442547
0.094000	,0.773256	,-0.000000	,0.442537
0.095000	,0.773256	,-0.000000	,0.442527
0.096000	,0.773256	,-0.000000	,0.442517
0.097000	,0.773256	,-0.000000	,0.442507
0.098000	,0.773256	,-0.000000	,0.442497
0.099000	,0.773256	,-0.000000	,0.442487
0.100000	,0.773256	,-0.000000	,0.442477
0.101000	,0.773256	,-0.000000	,0.442467
0.102000	,0.773256	,-0.000000	,0.442457
0.103000	,0.773256	,-0.000000	,0.442447
0.104000	,0.773256	,-0.000000	,0.442437
0.105000	,0.773256	,-0.000000	,0.442427
0.106000	,0.773256	,-0.000000	,0.442417
0.107000	,0.773256	,-0.000000	,0.442407
0.108000	,0.773256	,-0.000000	,0.442397
0.109000	,0.773256	,-0.000000	,0.442387
0.110000	,0.773256	,-0.000000	,0.442377
0.111000	,0.773256	,-0.000000	,0.442367
0.112000	,0.773256	,-0.000000	,0.442357
0.113000	,0.773256	,-0.000000	,0.442347
0.114000	,0.773256	,-0.000000	,0.442337
0.115000	,0.773256	,-0.000000	,0.442327
0.116000	,0.773256	,-0.000000	,0.442317
0.117000	,0.773256	,-0.000000	,0.442307
0.118000	,0.773256	,-0.000000	,0.442297
0.119000	,0.773256	,-0.000000	,0.442287
0.120000	,0.773256	,-0.000000	,0.442277
0.121000	,0.773256	,-0.000000	,0.442267
0.122000	,0.773256	,-0.000000	,0.442257
0.123000	,0.773256	,-0.000000	,0.442247
0.124000	,0.773256	,-0.000000	,0.442237
0.125000	,0.773256	,-0.000000	,0.442227
0.126000	,0.773256	,-0.000000	,0.442217
0.127000	,0.773256	,-0.000000	,0.442207
0.128000	,0.773256	,-0.000000	,0.442197
0.129000	,0.773256	,-0.000000	,0.442187
0.130000	,0.773256	,-0.000000	,0.442177
0.131000	,0.773256	,-0.000000	,0.442167
0.132000	,0.773256	,-0.000000	,0.442157
0.133000	,0.773256	,-0.000000	,0.442147
0.134000	,0.773256	,-0.000000	,0.442137
0.135000	,0.773256	,-0.000000	,0.442127
0.136000	,0.773256	,-0.000000	,0.442117
0.137000	,0.773256	,-0.000000	,0.442107
0.138000	,0.773256	,-0.000000	,0.442097
0.139000	,0.773256	,-0.000000	,0.442087
0.140000	,0.773256	,-0.000000	,0.442077
0.141000	,0.773256	,-0.000000	,0.442067
0.142000	,0.773256	,-0.000000	,0.442057
0.143000	,0.773256	,-0.000000	,0.442047
0.144000	,0.773256	,-0.000000	,0.442037
0.145000	,0.773256	,-0.000000	,0.442027
0.146000	,0.773256	,-0.000000	,0.442017
0.147000	,0.773256	,-0.000000	,0.442007
0.148000	,0.773256	,-0.000000	,0.441997
0.149000	,0.773256	,-0.000000	,0.441987
0.150000	,0.773256	,-0.000000	,0.441977
0.151000	,0.773256	,-0.000000	,0.441967
0.152000	,0.773256	,-0.000000	,0.441957
0.153000	,0.773256	,-0.000000	,0.441947
0.154000	,0.773256	,-0.000000	,0.441937
0.155000	,0.773256	,-0.000000	,0.441927
0.156000	,0.773256	,-0.000000	,0.441917
0.157000	,0.773256	,-0.000000	,0.441907
0.158000	,0.773256	,-0.000000	,0.441897
0.159000	,0.773256	,-0.000000	,0.441887
0.160000	,0.773256	,-0.000000	,0.441877
0.161000	,0.773256	,-0.000000	,0.441867
0.162000	,0.773256	,-0.000000	,0.441857
0.163000	,0.773256	,-0.000000	,0.441847
0.164000	,0.773256	,-0.000000	,0.441837
0.165000	,0.773256	,-0.000000	,0.441827
0.166000	,0.773256	,-0.000000	,0.441817
0.167000	,0.773256	,-0.000000	,0.441807
0.168000	,0.773256	,-0.000000	,0.441797
0.169000	,0.773256	,-0.000000	,0.441787
0.170000	,0.773256	,-0.000000	,0.441777
0.171000	,0.773256	,-0.000000	,0.441767
0.172000	,0.773256	,-0.000000	,0.441757
0.173000	,0.773256	,-0.000000	,0.441747
0.174000	,0.773256	,-0.000000	,0.441737
0.175000	,0.773256	,-0.000000	,0.441727
0.176000	,0.773256	,-0.000000	,0.441717
0.177000	,0.773256	,-0.000000	,0.441707
0.178000	,0.773256	,-0.000000	,0.441697
0.179000	,0.773256	,-0.000000	,0.441687
0.180000	,0.773256	,-0.000000	,0.441677
0.181000	,0.773256	,-0.000000	,0.441667
0.182000	,0.773256	,-0.000000	,0.441657
0.183000	,0.773256	,-0.000000	,0.441647
0.184000	,0.773256	,-0.000000	,0.441637
0.185000	,0.773256	,-0.000000	,0.441627
0.186000	,0.773256	,-0.000000	,0.441617
0.187000	,0.773256	,-0.000000	,0.441607
0.188000	,0.773256	,-0.000000	,0.441597
0.189000	,0.773256	,-0.000000	,0.441587
0.190000	,0.773256	,-0.000000	,0.441577
0.191000	,0.773256	,-0.000000	,0.441567
0.192000	,0.773256	,-0.000000	,0.441557
0.193000	,0.773256	,-0.000000	,0.441547
0.194000	,0.773256	,-0.000000	,0.441537
0.195000	,0.773256	,-0.000000	,0.441527
0.196000	,0.773256	,-0.000000	,0.441517
0.197000	,0.773256	,-0.000000	,0.441507
0.198000	,0.773256	,-0.000000	,0.441497
0.199000	,0.773256	,-0.000000	,0.441487
0.200000	,0.773256	,-0.000000	,0.441477
0.201000	,0.773256	,-0.000000	,0.441467
0.202000	,0.773256	,-0.000000	,0.441457
0.203000	,0.773256	,-0.000000	,0.441447
0.204000	,0.773256	,-0.000000	,0.441437
0.205000	,0.773256	,-0.000000	,0.441427
0.206000	,0.773256	,-0.000000	,0.441417
0.207000	,0.773256	,-0.000000	,0.441407
0.208000	,0.773256	,-0.000000	,0.441397
0.209000	,0.773256	,-0.000000	,0.441387
0.210000	,0.773256	,-0.000000	,0.441377
0.211000	,0.773256	,-0.000000	,0.441367
0.212000	,0.773256	,-0.000000	,0.441357
0.213000	,0.773256	,-0.000000	,0.441347
0.214000	,0.773256	,-0.000000	,0.441337
0.215000	,0.773256	,-0.000000	,0.441327
0.216000	,0.773256	,-0.000000	,0.441317
0.217000	,0.773256	,-0.000000	,0.441307
0.218000	,0.773256	,-0.000000	,0.441297
0.219000	,0.773256	,-0.000000	,0.441287
0.220000	,0.773256	,-0.000000	,0.441277
0.221000	,0.773256	,-0.000000	,0.441267
0.222000	,0.773256	,-0.000000	,0.441257
0.223000	,0.773256	,-0.000000	,0.441247
0.224000	,0.773256	,-0.000000	,0.441237
0.225000	,0.773256	,-0.000000	,0.441227
0.226000	,0.773256	,-0.000000	,0.441217
0.227000	,0.773256	,-0.000000	,0.441207
0.228000	,0.773256	,-0.000000	,0.441197
0.229000	,0.773256	,-0.000000	,0.441187
0.230000	,0.773256	,-0.000000	,0.441177
0.231000	,0.773256	,-0.000000	,0.441167
0.232000	,0.773256	,-0.000000	,0.441157
0.233000	,0.773256	,-0.000000	,0.441147
0.234000	,0.773256	,-0.000000	,0.441137
0.235000	,0.773256	,-0.000000	,0.441127
0.236000	,0.773256	,-0.000000	,0.441117
0.237000	,0.773256	,-0.000000	,0.441107
0.238000	,0.773256	,-0.000000	,0.441097
0.239000	,0.773256	,-0.000000	,0.441087
0.240000	,0.773256	,-0.000000	,0.441077
0.241000	,0.773256	,-0.000000	,0.441067
0.242000	,0.773256	,-0.000000	,0.441057
0.243000	,0.773256	,-0.000000	,0.441047
0.244000	,0.773256	,-0.000000	,0.441037
0.245000	,0.773256	,-0.000000	,0.441027
0.246000	,0.773256	,-0.000000	,0.441017
0.247000	,0.773256	,-0.000000	,0.441007
0.248000	,0.773256	,-0.000000	,0.440997
0.249000	,0.773256	,-0.000000	,0.440987
0.250000	,0.773256	,-0.000000	,0.440977
0.251000	,0.773256	,-0.000000	,0.440967
0.252000	,0.773256	,-0.000000	,0.440957
0.253000	,0.773256	,-0.000000	,0.440947
0.254000	,0.773256	,-0.000000	,0.440937
0.255000	,0.773256	,-0.000000	,0.440927
0.256000	,0.773256	,-0.000000	,0.440917
0.257000	,0.773256	,-0.000000	,0.440907
0.258000	,0.773256	,-0.000000	,0.440897
0.259000	,0.773256	,-0.000000	,0.440887
0.260000	,0.773256	,-0.000000	,0.440877
0.261000	,0.773256	,-0.000000	,0.440867
0.262000	,0.773256	,-0.000000	,0.440857
0.263000	,0.773256	,-0.000000	,0.440847
0.264000	,0.773256	,-0.000000	,0.440837
0.265000	,0.773256	,-0.000000	,0.440827
0.266000	,0.773256	,-0.000000	,0.440817
0.267000	,0.773256	,-0.000000	,0.440807
0.268000	,0.773256	,-0.000000	,0.440797
0.269000	,0.773256	,-0.000000	,0.440787
0.270000	,0.773256	,-0.000000	,0.440777
0.271000	,0.773256	,-0.000000	,0.440767
0.272000	,0.773256	,-0.000000	,0.440757
0.273000	,0.773256	,-0.000000	,0.440747
0.274000	,0.773256	,-0.000000	,0.440737
0.275000	,0.773256	,-0.000000	,0.440727
0.276000	,0.773256	,-0.000000	,0.440717
0.277000	,0.773256	,-0.000000	,0.440707
0.278000	,0.773256	,-0.000000	,0.440697
0.279000	,0.773256	,-0.000000	,0.440687
0.280000	,0.773256	,-0.000000	,0.440677
0.281000	,0.773256	,-0.000000	,0.440667
0.282000	,0.773256	,-0.000000	,0.440657
0.283000	,0.773256	,-0.000000	,0.440647
0.284000	,0.773256	,-0.000000	,0.440637
0.285000	,0.773256	,-0.000000	,0.440627
0.286000	,0.773256	,-0.000000	,0.440617
0.287000	,0.773256	,-0.000000	,0.440607
0.288000	,0.773256	,-0.000000	,0.440597
0.289000	,0.773256	,-0.000000	,0.440587
0.290000	,0.773256	,-0.000000	,0.440577
0.291000	,0.773256	,-0.000000	,0.440567
0.292000	,0.773256	,-0.000000	,0.440557
0.293000	,0.773256	,-0.000000	,0.440547
0.294000	,0.773256	,-0.000000	,0.440537
0.295000	,0.773256	,-0.000000	,0.440527
0.296000	,0.773256	,-0.000000	,0.440517
0.297000	,0.773256	,-0.000000	,0.440507
0.298000	,0.773256	,-0.000000	,0.440497
0.299000	,0.773256	,-0.000000	,0.440487
0.300000	,0.773256	,-0.000000	,0.440477
0.301000	,0.773256	,-0.000000	,0.440467
0.302000	,0.773256	,-0.000000	,0.440457
0.303000	,0.773256	,-0.000000	,0.440447
0.304000	,0.773256	,-0.000000	,0.440437
0.305000	,0.773256	,-0.000000	,0.440427
0.306000	,0.773256	,-0.000000	,0.440417
0.307000	,0.773256	,-0.000000	,0.440407
0.308000	,0.773256	,-0.000000	,0.440397
0.309000	,0.773256	,-0.000000	,0.440387
0.310000	,0.773256	,-0.000000	,0.440377
0.311000	,0.773256	,-0.000000	,0.440367
0.312000	,0.773256	,-0.000000	,0.440357
0.313000	,0.773256	,-0.000000	,0.440347
0.314000	,0.773256	,-0.000000	,0.440337
0.315000	,0.773256	,-0.000000	,0.440327
0.316000	,0.773256	,-0.000000	,0.440317
0.317000	,0.773256	,-0.000000	,0.440307
0.318000	,0.773256	,-0.000000	,0.440297
0.319000	,0.773256	,-0.000000	,0.440287
0.320000	,0.773256	,-0.000000	,0.440277
0.321000	,0.773256	,-0.000000	,0.440267
0.322000	,0.773256	,-0.000000	,0.440257
0.323000	,0.773256	,-0.000000	,0.440247
0.324000	,0.773256	,-0.000000	,0.440237
0.325000	,0.773256	,-0.000000	,0.440227
0.326000	,0.773256	,-0.000000	,0.440217
0.327000	,0.773256	,-0.000000	,0.440207
0.328000	,0.773256	,-0.000000	,0.440197
0.329000	,0.773256	,-0.000000	,0.440187
0.330000	,0.773256	,-0.000000	,0.440177
0.331000	,0.773256	,-0.000000	,0.440167
0.332000	,0.773256	,-0.000000	,0.440157
0.333000	,0.773256	,-0.000000	,0.440147
0.334000	,0.773256	,-0.000000	,0.440137
0.335000	,0.773256	,-0.000000	,0.440127
0.336000	,0.773256	,-0.000000	,0.440117
0.337000	,0.773256	,-0.000000	,0.440107
0.338000	,0.773256	,-0.000000	,0.440097
0.339000	,0.773256	,-0.000000	,0.440087
0.340000	,0.773256	,-0.000000	,0.440077
0.341000	,0.773256	,-0.000000	,0.440067
0.342000	,0.773256	,-0.000000	,0.440057
0.343000	,0.773256	,-0.000000	,0.440047
0.344000	,0.773256	,-0.000000	,0.440037
0.345000	,0.773256	,-0.000000	,0.440027
0.346000	,0.773256	,-0.000000	,0.440017
0.347000	,0.773256	,-0.000000	,0.440007
0.348000	,0.773256	,-0.000000	,0.439997
0.349000	,0.773256	,-0.000000	,0.439987
0.350000	,0.773256	,-0.000000	,0.439977
0.351000	,0.773256	,-0.000000	,0.439967
0.352000	,0.773256	,-0.000000	,0.439957
0.353000	,0.773256	,-0.000000	,0.439947
0.354000	,0.773256	,-0.000000	,0.439937
0.355000	,0.773256	,-0.000000	,0.439927
0.356000	,0.773256	,-0.000000	,0.439917
0.357000	,0.773256	,-0.000000	,0.439907
0.358000	,0.773256	,-0.000000	,0.439897
0.359000	,0.773256	,-0.000000	,0.439887
0.360000	,0.773256	,-0.000000	,0.439877
0.361000	,0.773256	,-0.000000	,0.439867
0.362000	,0.773256	,-0.000000	,0.439857
0.363000	,0.773256	,-0.000000	,0.439847
0.364000	,0.773256	,-0.000000	,0.439837
0.365000	,0.773256	,-0.000000	,0.439827
0.366000	,0.773256	,-0.000000	,0.439817
0.367000	,0.773256	,-0.000000	,0.439807
0.368000	,0.773256	,-0.000000	,0.439797
0.369000	,0.773256	,-0.000000	,0.439787
0.370000	,0.773256	,-0.000000	,0.439777
0.371000	,0.773256	,-0.000000	,0.439767
0.372000	,0.773256	,-0.000000	,0.439757
0.373000	,0.773256	,-0.000000	,0.439747
0.374000	,0.773256	,-0.000000	,0.439737
0.375000	,0.773256	,-0.000000	,0.439727
0.376000	,0.773256	,-0.000000	,0.439717
0.377000	,0.773256	,-0.000000	,0.439707
0.378000	,0.773256	,-0.000000	,0.439697
0.379000	,0.773256	,-0.000000	,0.439687
0.380000	,0.773256	,-0.000000	,0.439677
0.381000	,0.773256	,-0.000000	,0.439667
0.382000	,0.773256	,-0.000000	,0.439657
0.383000	,0.773256	,-0.000000	,0.439647
0.384000	,0.773256	,-0.000000	,0.439637
0.385000	,0.773256	,-0.000000	,0.439627
0.386000	,0.773256	,-0.000000	,0.439617
0.387000	,0.773256	,-0.000000	,0.439607
0.388000	,0.773256	,-0.000000	,0.439597
0.389000	,0.773256	,-0.000000	,0.439587
0.390000	,0.773256	,-0.000000	,0.439577
0.391000	,0.773256	,-0.000000	,0.439567
0.392000	,0.773256	,-0.000000	,0.439557
0.393000	,0.773256	,-0.000000	,0.439547
0.394000	,0.773256	,-0.000000	,0.439537
0.395000	,0.773256	,-0.000000	,0.439527
0.396000	,0.773256	,-0.000000	,0.439517
0.397000	,0.773256	,-0.000000	,0.439507
0.398000	,0.773256	,-0.000000	,0.439497
0.399000	,0.773256	,-0.000000	,0.439487
0.400000	,0.773256	,-0.000000	,0.439477
0.401000	,0.773256	,-0.000000	,0.439467
0.402000	,0.773256	,-0.000000	,0.439457
0.403000	,0.773256	,-0.000000	,0.439447
0.404000	,0.773256	,-0.000000	,0.439437
0.405000	,0.773256	,-0.000000	,0.439427
0.406000	,0.773256	,-0.000000	,0.439417
0.407000	,0.773256	,-0.000000	,0.439407
0.408000	,0.773256	,-0.000000	,0.439397
0.409000	,0.773256	,-0.000000	,0.439387
0.410000	,0.773256	,-0.000000	,0.439377
0.411000	,0.773256	,-0.000000	,0.439367
0.412000	,0.773256	,-0.000000	,0.439357
0.413000	,0.773256	,-0.000000	,0.439347
0.414000	,0.773256	,-0.000000	,0.439337
0.415000	,0.773256	,-0.000000	,0.439327
0.416000	,0.773256	,-0.000000	,0.439317
0.417000	,0.773256	,-0.000000	,0.439307
0.418000	,0.773256	,-0.000000	,0.439297
0.419000	,0.773256	,-0.000000	,0.439287
0.420000	,0.773256	,-0.000000	,0.439277
0.421000	,0.773256	,-0.000000	,0.439267
0.422000	,0.773256	,-0.000000	,0.439257
0.423000	,0.773256	,-0.000000	,0.439247
0.424000	,0.773256	,-0.000000	,0.439237
0.425000	,0.773256	,-0.000000	,0.439227
0.426000	,0.773256	,-0.000000	,0.439217
0.427000	,0.773256	,-0.000000	,0.439207
0.428000	,0.773256	,-0.000000	,0.439197
0.429000	,0.773256	,-0.000000	,0.439187
0.430000	,0.773256	,-0.000000	,0.439177
0.431000	,0.773256	,-0.000000	,0.439167
0.432000	,0.773256	,-0.000000	,0.439157
0.433000	,0.773256	,-0.000000	,0.439147
0.434000	,0.773256	,-0.000000	,0.439137
0.435000	,0.773256	,-0.000000	,0.439127
0.436000	,0.773256	,-0.000000	,0.439117
0.437000	,0.773256	,-0.000000	,0.439107
0.438000	,0.773256	,-0.000000	,0.439097
0.439000	,0.773256	,-0.000000	,0.439087
0.440000	,0.773256	,-0.000000	,0.439077
0.441000	,0.773256	,-0.000000	,0.439067
0.442000	,0.773256	,-0.000000	,0.439057
0.443000	,0.773256	,-0.000000	,0.439047
0.444000	,0.773256	,-0.000000	,0.439037
0.445000	,0.773256	,-0.000000	,0.439027
0.446000	,0.773256	,-0.000000	,0.439017
0.447000	,0.773256	,-0.000000	,0.439007
0.448000	,0.773256	,-0.000000	,0.438997
0.449000	,0.773256	,-0.000000	,0.438987
0.450000	,0.773256	,-0.000000	,0.438977
0.451000	,0.773256	,-0.000000	,0.438967
0.452000	,0.773256	,-0.000000	,0.438957
0.453000	,0.773256	,-0.000000	,0.438947
0.454000	,0.773256	,-0.000000	,0.438937
0.455000	,0.773256	,-0.000000	,0.438927
0.456000	,0.773256	,-0.000000	,0.438917
0.457000	,0.773256	,-0.000000	,0.438907
0.458000	,0.773256	,-0.000000	,0.438897
0.459000	,0.773256	,-0.000000	,0.438887
0.460000	,0.773256	,-0.000000	,0.438877
0.461000	,0.773256	,-0.000000	,0.438867
0.462000	,0.773256	,-0.000000	,0.438857
0.463000	,0.773256	,-0.000000	,0.438847
0.464000	,0.773256	,-0.000000	,0.438837
0.465000	,0.773256	,-0.000000	,0.438827
0.466000	,0.773256	,-0.000000	,0.438817
0.467000	,0.773256	,-0.000000	,0.438807
0.468000	,0.773256	,-0.000000	,0.438797
0.469000	,0.773256	,-0.000000	,0.438787
0.470000	,0.773256	,-0.000000	,0.438777
0.471000	,0.773256	,-0.000000	,0.438767
0.472000	,0.773256	,-0.000000	,0.438757
0.473000	,0.773256	,-0.000000	,0.438747
0.474000	,0.773256	,-0.000000	,0.438737
0.475000	,0.773256	,-0.000000	,0.438727
0.476000	,0.773256	,-0.000000	,0.438717
0.477000	,0.773256	,-0.000000	,0.438707
0.478000	,0.773256	,-0.000000	,0.438697
0.479000	,0.773256	,-0.000000	,0.438687
0.480000	,0.773256	,-0.000000	,0.438677
0.481000	,0.773256	,-0.000000	,0.438667
0.482000	,0.773256	,-0.000000	,0.438657
0.483000	,0.773256	,-0.000000	,0.438647
0.484000	,0.773256	,-0.000000	,0.438637
0.485000	,0.773256	,-0.000000	,0.438627
0.486000	,0.773256	,-0.000000	,0.438617
0.487000	,0.773256	,-0.000000	,0.438607
0.488000	,0.773256	,-0.000000	,0.438597
0.489000	,0.773256	,-0.000000	,0.438587
0.490000	,0.773256	,-0.000000	,0.438577
0.491000	,0.773256	,-0.000000	,0.438567
0.492000	,0.773256	,-0.000000	,0.438557
0.493000	,0.773256	,-0.000000	,0.438547
0.494000	,0.773256	,-0.000000	,0.438537
0.495000	,0.773256	,-0.000000	,0.438527
0.496000	,0.773256	,-0.000000	,0.438517
0.497000	,0.773256	,-0.000000	,0.438507
0.498000	,0.773256	,-0.000000	,0.438497
0.499000	,0.773256	,-0.000000	,0.438487
0.500000	,0.773256	,-0.000000	,0.438477
0.501000	,0.773256	,-0.000000	,0.438467
0.502000	,0.773256	,-0.000000	,0.438457
0.503000	,0.773256	,-0.000000	,0.438447
0.504000	,0.773256	,-0.000000	,0.438437
0.505000	,0.773256	,-0.000000	,0.438427
0.506000	,0.773256	,-0.000000	,0.438417
0.507000	,0.773256	,-0.000000	,0.438407
0.508000	,0.773256	,-0.000000	,0.438397
0.509000	,0.773256	,-0.000000	,0.438387
0.510000	,0.773256	,-0.000000	,0.438377
0.511000	,0.773256	,-0.000000	,0.438367
0.512000	,0.773256	,-0.000000	,0.438357
0.513000	,0.773256	,-0.000000	,0.438347
0.514000	,0.773256	,-0.000000	,0.438337
0.515000	,0.773256	,-0.000000	,0.438327
0.516000	,0.773256	,-0.000000	,0.438317
0.517000	,0.773256	,-0.000000	,0.438307
0.518000	,0.773256	,-0.000000	,0.438297
0.519000	,0.773256	,-0.000000	,0.438287
0.520000	,0.773256	,-0.000000	,0.438277
0.521000	,0.773256	,-0.000000	,0.438267
0.522000	,0.773256	,-0.000000	,0.438257
0.523000	,0.773256	,-0.000000	,0.438247
0.524000	,0.773256	,-0.000000	,0.438237
0.525000	,0.773256	,-0.000000	,0.438227
0.526000	,0.773256	,-0.000000	,0.438217
0.527000	,0.773256	,-0.000000	,0.438207
0.528000	,0.773256	,-0.000000	,0.438197
0.529000	,0.773256	,-0.000000	,0.438187
0.530000	,0.773256	,-0.000000	,0.438177
0.531000	,0.773256	,-0.000000	,0.438167
0.532000	,0.773256	,-0.000000	,0.438157
0.533000	,0.773256	,-0.000000	,0.438147
0.534000	,0.773256	,-0.000000	,0.438137
0.535000	,0.773256	,-0.000000	,0.438127
0.536000	,0.773256	,-0.000000	,0.438117
0.537000	,0.773256	,-0.000000	,0.438107
0.538000	,0.773256	,-0.000000	,0.438097
0.539000	,0.773256	,-0.000000	,0.438087
0.540000	,0.773256	,-0.000000	,0.438077
0.541000	,0.773256	,-0.000000	,0.438067
0.542000	,0.773256	,-0.000000	,0.438057
0.543000	,0.773256	,-0.000000	,0.438047
0.544000	,0.773256	,-0.000000	,0.438037
0.545000	,0.773256	,-0.000000	,0.438027
0.546000	,0.773256	,-0.000000	,0.438017
0.547000	,0.773256	,-0.000000	,0.438007
0.548000	,0.773256	,-0.000000	,0.437997
0.549000	,0.773256	,-0.000000	,0.437987
0.550000	,0.773256	,-0.000000	,0.437977
0.551000	,0.773256	,-0.000000	,0.437967
0.552000	,0.773256	,-0.000000	,0.437957
0.553000	,0.773256	,-0.000000	,0.437947
0.554000	,0.773256	,-0.000000	,0.437937
0.555000	,0.773256	,-0.000000	,0.437927
0.556000	,0.773256	,-0.000000	,0.437917
0.557000	,0.773256	,-0.000000	,0.437907
0.558000	,0.773256	,-0.000000	,0.437897
0.559000	,0.773256	,-0.000000	,0.437887
0.560000	,0.773256	,-0.000000	,0.437877
0.561000	,0.773256	,-0.000000	,0.437867
0.562000	,0.773256	,-0.000000	,0.437857
0.563000	,0.773256	,-0.000000	,0.437847
0.564000	,0.773256	,-0.000000	,0.437837
0.565000	,0.773256	,-0.000000	,0.437827
0.566000	,0.773256	,-0.000000	,0.437817
0.567000	,0.773256	,-0.000000	,0.437807
0.568000	,0.773256	,-0.000000	,0.437797
0.569000	,0.773256	,-0.000000	,0.437787
0.570000	,0.773256	,-0.000000	,0.437777
0.571000	,0.773256	,-0.000000	,0.437767
0.572000	,0.773256	,-0.000000	,0.437757
0.573000	,0.773256	,-0.000000	,0.437747
0.574000	,0.773256	,-0.000000	,0.437737
0.575000	,0.773256	,-0.000000	,0.437727
0.576000	,0.773256	,-0.000000	,0.437717
0.577000	,0.773256	,-0.000000	,0.437707
0.578000	,0.773256	,-0.000000	,0.437697
0.579000	,0.773256	,-0.000000	,0.437687
0.580000	,0.773256	,-0.000000	,0.437677
0.581000	,0.773256	,-0.000000	,0.437667
0.582000	,0.773256	,-0.000000	,0.437657
