movej	,0.1	,0.2	,-0.539576	,-0.364319	,-0.0064846	,-0.862393	,-0.0219615	,-1.54363	,-0.561868
movej	,0.1	,0.2	,-0.539576	,-0.364319	,-0.0064846	,-0.862393	,-0.0219615	,-1.95666	,-0.561868
movej	,0.1	,0.2	,-0.539576	,-0.203814	,-0.0064846	,-1.52234	,-0.0219615	,-1.95666	,-0.561868
movej	,0.1	,0.2	,-0.539576	,0.132749	,-0.0064846	,-1.52234	,-0.0219615	,-1.95666	,-0.561868
movej	,0.1	,0.2	,0.0	,0.371926	,0	,-1.76311	,0	,-1.9602	,0
