movej	,0.1	,0.2	,0.392418	,0.0818291	,0.00265113	,-1.19055	,-0.00949213	,-1.27693	,-0.122212
movej	,0.1	,0.2	,0.452098	,0.337081	,0.00265113	,-1.38459	,-0.00949213	,-1.49501	,-0.122212
movej	,0.1	,0.2	,0.452098	,0.363788	,0.00265113	,-1.72297	,-0.00949213	,-1.95533	,-0.122212
movej	,0.1	,0.2	,0.0	,0.371926	,0	,-1.76311	,0	,-1.9602	,0
