  -2.87035    2.77323   -6.99178 -112.81579  -35.97163   40.88464 -158.38954
   0.09564   34.28471  -14.71709 -120.08755  -53.41104    7.92257   75.39338
  25.32481 -109.53644   -3.25727  122.29184  -40.57932  -94.74294   34.89648
 -16.26593  -17.56994   -2.81565 -102.24821  -38.34710   59.56298 -142.82810
  -6.45077   -6.94640    7.53520  -78.77716    1.53390    9.58981 -140.00170
  27.05298  -87.88138   -3.95108  109.92111  -23.70614  -99.42567  166.33824
 -12.55508  -92.46961    0.35246  126.40878   17.67002 -101.61249 -117.31919
  -0.76817  -80.04448   12.70681  109.71838    5.94794 -105.28355 -140.40527
 -12.97197 -107.65047    2.32937  117.61621   16.49237  -93.31042   95.99188
   3.96658  -86.12199   -0.39873   87.34380   -0.61668  -80.57067  146.63239
  17.86342 -111.06769   -1.83862  107.91211  -37.24110  -74.53730   15.73671
   8.46426  -98.03441    9.63546   95.81403  -11.92379  -79.14342   47.21828
   0.21258   -6.94054   -2.75664  -88.40786  -22.05574   24.00627 -139.23860
  -3.05786  -85.31574   -2.78000  111.31600    7.17770 -113.39352  113.23929
   9.14046   22.47533   -9.98747 -128.87310   18.23699   39.18419  -37.28427
  12.34108 -117.88636    7.25949  103.62213   -2.81487  -48.99594 -125.05510
 -12.57646   26.77523  -13.65342 -123.53040  -76.37087   36.13272 -162.15295
 -14.70416  -91.97066   -9.03077   90.61818    7.15458  -64.98737  -51.45014
  37.64034   27.27561    1.48731 -110.33372   89.46778   52.28994  -59.45716
   9.93673    5.50960   -8.63830 -104.55042   -4.01946   24.89250 -158.90272
   5.94917   36.58509   -9.44755 -122.80253  -15.42541   14.34969  -76.41651
 -14.05777   17.89754   -9.02575  -98.84674  -65.15347   20.59388   26.12976
  13.80732 -118.70436   -1.49692  113.06004  -16.36724  -78.38066   96.65108
  12.77025 -105.67606   -4.16119  114.01456  -13.02158  -95.71039  106.06617
  28.80110   25.83459    7.90004 -128.12421   61.94423   45.85552   13.61200
  10.55889   -9.18216   -7.61594  -94.95708    4.45187   31.21720 -150.86370
   9.64573 -110.57968  -11.67739  102.86251  -34.57000  -68.79415    2.05700
   4.50740   -3.82123   -2.16556  -87.82872    9.13081   16.69326 -105.80386
  -1.13865 -104.69793    5.91090  112.20787    4.25052  -83.61564   61.87067
 -17.35136   -5.69892   -0.33262  -97.48522  -35.40637   46.85072  -89.06888
 -31.93489 -103.18098  -11.11270  126.17398   25.16584  -96.81126   85.14810
 -23.46957  -93.82847   -7.84067   96.94514   23.08952  -61.85018  -91.43478
 -16.72362  -95.43897   12.42828  117.82267   23.24016 -108.32292   88.93855
   2.36569  -11.30321    9.54453  -96.86647   19.87102   31.95680   95.91788
 -21.93429    4.32105    6.19410 -118.97501  -28.10391   46.92027 -142.52486
 -18.46204    8.18934   14.33506  -91.56824  -81.35496   17.33951 -115.09554
 -14.03730   25.39919    3.09465 -108.48109  -70.01313   -1.81621   97.92652
 -13.14376  -82.70288   -2.57195  115.17172   10.77686 -102.70557  -62.04065
   2.09394  -11.03908   14.90998  -87.22219 -151.49914  -30.14063    1.21377
   5.34487  -88.28021   10.61725   82.81501   -2.55516  -69.68562  -42.62173
  11.17966 -111.29271   -3.58683  106.21001   -8.80609  -78.12293  127.02068
  21.82052 -125.52501    5.13078  117.74987  -17.95599  -61.92781 -164.12713
  21.50694   -2.05320   -9.39905  -84.13098   61.19798   19.14767  -56.50285
   0.40725 -101.86065    3.15518  100.45175    3.11744  -71.41173 -133.01229
   5.01871 -120.80636   -7.73001  110.23461   -8.12888  -53.01088 -118.81148
  -2.84029 -109.63699    9.38302  115.48696    7.00314  -95.13376   78.98242
  11.28815  -86.94185   -4.41855  105.31953  -19.75239 -108.19537   63.17984
  10.19166   12.92943   -0.61939 -123.37133   27.56089   41.95788  -33.66902
  -1.33768  -84.31827  -12.33323   87.37344  -15.71007  -83.23768   13.68710
  -9.63105    2.67910   -1.74661  -87.50942  -52.48375   23.07771  -79.75584
