0.218000,	-10.000000,	-12.928455
0.219000,	-27.000000,	-12.849423
0.220000,	-10.000000,	-12.764465
0.221000,	0.000000,	-12.678787
0.222000,	-27.000000,	-12.591917
0.223000,	-5.000000,	-12.505139
0.224000,	-5.000000,	-12.420232
0.225000,	-16.000000,	-12.335062
0.226000,	-5.000000,	-12.247991
0.227000,	-5.000000,	-12.157818
0.228000,	-27.000000,	-12.063720
0.229000,	-10.000000,	-11.970132
0.230000,	-5.000000,	-11.882033
0.231000,	-27.000000,	-11.800592
0.232000,	-5.000000,	-11.728273
0.233000,	0.000000,	-11.665673
0.234000,	-27.000000,	-11.609009
0.235000,	0.000000,	-11.557360
0.236000,	-10.000000,	-11.510584
0.237000,	-27.000000,	-11.467612
0.238000,	-10.000000,	-11.432347
0.239000,	0.000000,	-11.407840
0.240000,	-27.000000,	-11.391589
0.241000,	-5.000000,	-11.382977
0.242000,	0.000000,	-11.381365
0.243000,	-27.000000,	-11.382603
0.244000,	-5.000000,	-11.386120
0.245000,	-5.000000,	-11.392703
0.246000,	-27.000000,	-11.400719
0.247000,	-5.000000,	-11.411661
0.248000,	0.000000,	-11.426023
0.249000,	-21.000000,	-11.439200
0.250000,	0.000000,	-11.448113
0.251000,	0.000000,	-11.449691
0.252000,	-21.000000,	-11.438862
0.253000,	-16.000000,	-11.416559
0.254000,	-5.000000,	-11.388576
0.255000,	-27.000000,	-11.359106
0.256000,	0.000000,	-11.331737
0.257000,	0.000000,	-11.305994
0.258000,	-27.000000,	-11.277343
0.259000,	0.000000,	-11.245690
0.260000,	-10.000000,	-11.212347
0.261000,	-27.000000,	-11.177536
0.262000,	-5.000000,	-11.145652
0.263000,	-10.000000,	-11.120234
0.264000,	-21.000000,	-11.101072
0.265000,	0.000000,	-11.088546
0.266000,	-5.000000,	-11.080253
0.267000,	-27.000000,	-11.072230
0.268000,	0.000000,	-11.065541
0.269000,	-10.000000,	-11.061034
0.270000,	-32.000000,	-11.058448
0.271000,	-5.000000,	-11.062984
0.272000,	-10.000000,	-11.078715
0.273000,	-21.000000,	-11.104439
0.274000,	-5.000000,	-11.139605
0.275000,	0.000000,	-11.181607
0.276000,	-21.000000,	-11.224136
0.277000,	0.000000,	-11.263448
0.278000,	-5.000000,	-11.296528
0.279000,	-27.000000,	-11.320369
0.280000,	-10.000000,	-11.338259
0.281000,	-5.000000,	-11.354905
0.282000,	-21.000000,	-11.370502
0.283000,	0.000000,	-11.384563
0.284000,	0.000000,	-11.394116
0.285000,	-27.000000,	-11.394236
0.286000,	0.000000,	-11.385387
0.287000,	-10.000000,	-11.369425
0.288000,	-27.000000,	-11.347100
0.289000,	-5.000000,	-11.323315
0.290000,	5.000000,	-11.300154
0.291000,	-27.000000,	-11.273226
0.292000,	-10.000000,	-11.242573
0.293000,	0.000000,	-11.211570
0.294000,	-21.000000,	-11.179366
0.295000,	-5.000000,	-11.145325
0.296000,	-10.000000,	-11.110301
0.297000,	-27.000000,	-11.075687
0.298000,	-10.000000,	-11.046921
0.299000,	-5.000000,	-11.028328
0.300000,	-27.000000,	-11.019740
0.301000,	0.000000,	-11.021744
0.302000,	-5.000000,	-11.032665
0.303000,	-32.000000,	-11.048758
0.304000,	-5.000000,	-11.072315
0.305000,	-5.000000,	-11.105674
0.306000,	-27.000000,	-11.146358
0.307000,	-5.000000,	-11.194381
0.308000,	-5.000000,	-11.249561
0.309000,	-21.000000,	-11.307927
0.310000,	0.000000,	-11.366785
0.311000,	0.000000,	-11.421935
0.312000,	-32.000000,	-11.468041
0.313000,	-5.000000,	-11.507124
0.314000,	-5.000000,	-11.542862
0.315000,	-32.000000,	-11.575413
0.316000,	-5.000000,	-11.608434
0.317000,	0.000000,	-11.644198
0.318000,	-21.000000,	-11.678237
0.319000,	-5.000000,	-11.707574
0.320000,	-5.000000,	-11.731149
0.321000,	-32.000000,	-11.748193
0.322000,	-10.000000,	-11.763760
0.323000,	-5.000000,	-11.783261
0.324000,	-27.000000,	-11.806837
0.325000,	-5.000000,	-11.835408
0.326000,	-5.000000,	-11.868947
0.327000,	-21.000000,	-11.903671
0.328000,	-5.000000,	-11.937749
0.329000,	-5.000000,	-11.969676
0.330000,	-27.000000,	-11.996939
0.331000,	-10.000000,	-12.021844
0.332000,	-5.000000,	-12.047574
0.333000,	-21.000000,	-12.073040
0.334000,	-5.000000,	-12.097335
0.335000,	-5.000000,	-12.119075
0.336000,	-27.000000,	-12.135868
0.337000,	-16.000000,	-12.150905
0.338000,	-5.000000,	-12.169648
0.339000,	-27.000000,	-12.193580
0.340000,	-5.000000,	-12.223781
0.341000,	5.000000,	-12.258251
0.342000,	-21.000000,	-12.289030
0.343000,	0.000000,	-12.310348
0.344000,	-5.000000,	-12.318984
0.345000,	-32.000000,	-12.313209
0.346000,	-5.000000,	-12.298126
0.347000,	-10.000000,	-12.279365
0.348000,	-37.000000,	-12.260025
0.349000,	-5.000000,	-12.247450
0.350000,	-5.000000,	-12.246178
0.351000,	-27.000000,	-12.253583
0.352000,	0.000000,	-12.268267
0.353000,	0.000000,	-12.286998
0.354000,	-27.000000,	-12.302906
0.355000,	-5.000000,	-12.314609
0.356000,	-10.000000,	-12.323646
0.357000,	-32.000000,	-12.331049
0.358000,	-5.000000,	-12.341825
0.359000,	-5.000000,	-12.358663
0.360000,	-27.000000,	-12.378814
0.361000,	-5.000000,	-12.402166
0.362000,	-5.000000,	-12.428544
0.363000,	-32.000000,	-12.455516
0.364000,	-10.000000,	-12.485865
0.365000,	-10.000000,	-12.523699
0.366000,	-21.000000,	-12.568533
0.367000,	-5.000000,	-12.619146
0.368000,	-5.000000,	-12.672440
0.369000,	-21.000000,	-12.723073
0.370000,	0.000000,	-12.768137
0.371000,	-10.000000,	-12.804687
0.372000,	-32.000000,	-12.831108
0.373000,	-10.000000,	-12.853130
0.374000,	-5.000000,	-12.876107
0.375000,	-32.000000,	-12.900194
0.376000,	0.000000,	-12.927023
0.377000,	-5.000000,	-12.955894
0.378000,	-27.000000,	-12.982022
0.379000,	0.000000,	-13.004404
0.380000,	-5.000000,	-13.021626
0.381000,	-32.000000,	-13.030421
0.382000,	-10.000000,	-13.034385
0.383000,	-10.000000,	-13.039115
0.384000,	-32.000000,	-13.046927
0.385000,	-10.000000,	-13.062483
0.386000,	0.000000,	-13.088103
0.387000,	-21.000000,	-13.118578
0.388000,	-10.000000,	-13.149557
0.389000,	-5.000000,	-13.179415
0.390000,	-21.000000,	-13.205399
0.391000,	-5.000000,	-13.226102
0.392000,	-10.000000,	-13.240464
0.393000,	-32.000000,	-13.248378
0.394000,	-10.000000,	-13.255450
0.395000,	-10.000000,	-13.266882
0.396000,	-21.000000,	-13.282519
0.397000,	0.000000,	-13.300843
0.398000,	0.000000,	-13.316663
0.399000,	-27.000000,	-13.322559
0.400000,	-5.000000,	-13.317626
0.401000,	-5.000000,	-13.303288
0.402000,	-27.000000,	-13.278692
0.403000,	-10.000000,	-13.246870
0.404000,	-5.000000,	-13.211749
0.405000,	-21.000000,	-13.172982
0.406000,	-5.000000,	-13.130403
0.407000,	0.000000,	-13.082693
0.408000,	-27.000000,	-13.026342
0.409000,	-5.000000,	-12.962357
0.410000,	-10.000000,	-12.893712
0.411000,	-27.000000,	-12.822073
0.412000,	-5.000000,	-12.751775
0.413000,	-10.000000,	-12.685730
0.414000,	-21.000000,	-12.623309
0.415000,	-5.000000,	-12.565289
0.416000,	0.000000,	-12.510334
0.417000,	-21.000000,	-12.453338
0.418000,	-5.000000,	-12.392334
0.419000,	-10.000000,	-12.327811
0.420000,	-32.000000,	-12.261597
0.421000,	-5.000000,	-12.200201
0.422000,	-10.000000,	-12.148225
0.423000,	-21.000000,	-12.104995
0.424000,	0.000000,	-12.069841
0.425000,	-5.000000,	-12.039508
0.426000,	-27.000000,	-12.009351
0.427000,	-5.000000,	-11.980555
0.428000,	-5.000000,	-11.954735
0.429000,	-27.000000,	-11.930318
0.430000,	-5.000000,	-11.908876
0.431000,	-5.000000,	-11.891652
0.432000,	-27.000000,	-11.876737
0.433000,	-5.000000,	-11.865405
0.434000,	0.000000,	-11.857986
0.435000,	-27.000000,	-11.850530
0.436000,	-5.000000,	-11.842695
0.437000,	0.000000,	-11.834866
0.438000,	-32.000000,	-11.824513
0.439000,	-5.000000,	-11.813790
0.440000,	-5.000000,	-11.805760
0.441000,	-27.000000,	-11.799363
0.442000,	0.000000,	-11.795268
0.443000,	0.000000,	-11.792036
0.444000,	-27.000000,	-11.784338
0.445000,	0.000000,	-11.771445
0.446000,	-5.000000,	-11.753529
0.447000,	-27.000000,	-11.728640
0.448000,	-5.000000,	-11.699505
0.449000,	-10.000000,	-11.669744
0.450000,	-21.000000,	-11.640003
0.451000,	-5.000000,	-11.612132
0.452000,	0.000000,	-11.585679
0.453000,	-27.000000,	-11.557039
0.454000,	-16.000000,	-11.528413
0.455000,	-10.000000,	-11.506413
0.456000,	-27.000000,	-11.495390
0.457000,	-5.000000,	-11.498669
0.458000,	-10.000000,	-11.516597
0.459000,	-27.000000,	-11.546949
0.460000,	-5.000000,	-11.590503
0.461000,	0.000000,	-11.645643
0.462000,	-27.000000,	-11.705986
0.463000,	-10.000000,	-11.769689
0.464000,	-5.000000,	-11.837721
0.465000,	-21.000000,	-11.907733
0.466000,	0.000000,	-11.977059
0.467000,	-5.000000,	-12.041537
0.468000,	-21.000000,	-12.095741
0.469000,	-5.000000,	-12.138786
0.470000,	-10.000000,	-12.171418
0.471000,	-27.000000,	-12.194410
0.472000,	0.000000,	-12.211533
0.473000,	-5.000000,	-12.223347
0.474000,	-27.000000,	-12.226896
0.475000,	0.000000,	-12.223439
0.476000,	-5.000000,	-12.213487
0.477000,	-32.000000,	-12.195387
0.478000,	-5.000000,	-12.173418
0.479000,	-5.000000,	-12.151795
0.480000,	-27.000000,	-12.129804
0.481000,	-5.000000,	-12.109101
0.482000,	-5.000000,	-12.091023
0.483000,	-27.000000,	-12.073774
0.484000,	-16.000000,	-12.060175
0.485000,	-16.000000,	-12.056734
0.486000,	-32.000000,	-12.069187
0.487000,	-5.000000,	-12.103162
0.488000,	-5.000000,	-12.158495
0.489000,	-21.000000,	-12.228233
0.490000,	-5.000000,	-12.307036
0.491000,	-5.000000,	-12.390315
0.492000,	-27.000000,	-12.472883
0.493000,	-5.000000,	-12.554088
0.494000,	-10.000000,	-12.633993
0.495000,	-21.000000,	-12.710258
0.496000,	-5.000000,	-12.782273
0.497000,	-10.000000,	-12.848900
0.498000,	-27.000000,	-12.908607
0.499000,	-5.000000,	-12.963848
0.500000,	-10.000000,	-13.015997
0.501000,	-27.000000,	-13.063969
0.502000,	-5.000000,	-13.109765
0.503000,	0.000000,	-13.153062
0.504000,	-32.000000,	-13.189448
0.505000,	-10.000000,	-13.220241
0.506000,	-5.000000,	-13.249176
0.507000,	-32.000000,	-13.276436
0.508000,	-5.000000,	-13.304378
0.509000,	-5.000000,	-13.334222
0.510000,	-27.000000,	-13.362743
0.511000,	-5.000000,	-13.389525
0.512000,	-5.000000,	-13.414235
0.513000,	-27.000000,	-13.433767
0.514000,	-5.000000,	-13.448533
0.515000,	-5.000000,	-13.458943
0.516000,	-27.000000,	-13.462553
0.517000,	-10.000000,	-13.461005
0.518000,	-5.000000,	-13.457030
0.519000,	-32.000000,	-13.450689
0.520000,	0.000000,	-13.444289
0.521000,	0.000000,	-13.437113
0.522000,	-27.000000,	-13.423161
0.523000,	-5.000000,	-13.401211
0.524000,	-10.000000,	-13.373040
0.525000,	-32.000000,	-13.339980
0.526000,	-10.000000,	-13.308036
0.527000,	0.000000,	-13.281442
0.528000,	-27.000000,	-13.257462
0.529000,	-5.000000,	-13.234759
0.530000,	-5.000000,	-13.212899
0.531000,	-27.000000,	-13.189329
0.532000,	-10.000000,	-13.165537
0.533000,	-10.000000,	-13.144705
0.534000,	-32.000000,	-13.128469
0.535000,	-5.000000,	-13.120934
0.536000,	-5.000000,	-13.123329
0.537000,	-27.000000,	-13.131657
0.538000,	-5.000000,	-13.144760
0.539000,	-5.000000,	-13.161590
0.540000,	-32.000000,	-13.179008
0.541000,	-10.000000,	-13.199233
0.542000,	-10.000000,	-13.225933
0.543000,	-27.000000,	-13.259081
0.544000,	-5.000000,	-13.299402
0.545000,	-5.000000,	-13.345360
0.546000,	-32.000000,	-13.392700
0.547000,	-5.000000,	-13.442047
0.548000,	-10.000000,	-13.494464
0.549000,	-27.000000,	-13.547846
0.550000,	-5.000000,	-13.602619
0.551000,	0.000000,	-13.657099
0.552000,	-27.000000,	-13.705073
0.553000,	-5.000000,	-13.744430
0.554000,	0.000000,	-13.774231
0.555000,	-32.000000,	-13.791019
0.556000,	-5.000000,	-13.796367
0.557000,	-5.000000,	-13.793065
0.558000,	-21.000000,	-13.779268
0.559000,	-5.000000,	-13.754343
0.560000,	-5.000000,	-13.718018
0.561000,	-21.000000,	-13.668255
0.562000,	-5.000000,	-13.605786
0.563000,	-5.000000,	-13.531515
0.564000,	-27.000000,	-13.445183
0.565000,	0.000000,	-13.349882
0.566000,	-5.000000,	-13.247097
0.567000,	-27.000000,	-13.135429
0.568000,	0.000000,	-13.017533
0.569000,	-10.000000,	-12.895801
0.570000,	-32.000000,	-12.771469
0.571000,	-5.000000,	-12.651160
0.572000,	-5.000000,	-12.539645
0.573000,	-21.000000,	-12.435167
0.574000,	-5.000000,	-12.336920
0.575000,	0.000000,	-12.243584
0.576000,	-27.000000,	-12.151499
0.577000,	-5.000000,	-12.061398
0.578000,	-5.000000,	-11.975227
0.579000,	-32.000000,	-11.893021
0.580000,	-5.000000,	-11.818966
0.581000,	-5.000000,	-11.756377
0.582000,	-32.000000,	-11.704286
0.583000,	0.000000,	-11.664610
0.584000,	0.000000,	-11.636764
0.585000,	-27.000000,	-11.614628
0.586000,	-5.000000,	-11.596652
0.587000,	-5.000000,	-11.583464
0.588000,	-32.000000,	-11.573936
0.589000,	-10.000000,	-11.571891
0.590000,	-5.000000,	-11.581583
0.591000,	-27.000000,	-11.602077
0.592000,	0.000000,	-11.632644
0.593000,	-5.000000,	-11.670526
0.594000,	-27.000000,	-11.710450
0.595000,	-10.000000,	-11.752858
0.596000,	0.000000,	-11.799312
0.597000,	-27.000000,	-11.846804
0.598000,	-10.000000,	-11.895031
0.599000,	-5.000000,	-11.945626
0.600000,	-27.000000,	-11.997610
0.601000,	-5.000000,	-12.051667
0.602000,	-5.000000,	-12.107607
0.603000,	-27.000000,	-12.162327
0.604000,	-10.000000,	-12.216781
0.605000,	0.000000,	-12.272336
0.606000,	-32.000000,	-12.326526
0.607000,	-5.000000,	-12.380168
0.608000,	-10.000000,	-12.435180
0.609000,	-27.000000,	-12.490829
0.610000,	0.000000,	-12.548005
0.611000,	0.000000,	-12.604101
0.612000,	-27.000000,	-12.652171
0.613000,	0.000000,	-12.690183
0.614000,	-5.000000,	-12.717296
0.615000,	-32.000000,	-12.731452
0.616000,	-5.000000,	-12.736661
0.617000,	-10.000000,	-12.737639
0.618000,	-27.000000,	-12.735439
0.619000,	0.000000,	-12.732534
0.620000,	0.000000,	-12.727706
0.621000,	-21.000000,	-12.714434
0.622000,	0.000000,	-12.689552
0.623000,	-5.000000,	-12.651390
0.624000,	-37.000000,	-12.599536
0.625000,	-5.000000,	-12.541494
0.626000,	-5.000000,	-12.484174
0.627000,	-27.000000,	-12.427784
0.628000,	-5.000000,	-12.374087
0.629000,	0.000000,	-12.323868
0.630000,	-21.000000,	-12.272824
0.631000,	-5.000000,	-12.218831
0.632000,	-10.000000,	-12.162223
0.633000,	-32.000000,	-12.104675
0.634000,	-5.000000,	-12.052551
0.635000,	-5.000000,	-12.009663
0.636000,	-27.000000,	-11.974176
0.637000,	0.000000,	-11.946047
0.638000,	-5.000000,	-11.923838
0.639000,	-27.000000,	-11.903434
0.640000,	-5.000000,	-11.885637
0.641000,	-5.000000,	-11.871711
0.642000,	-27.000000,	-11.859771
0.643000,	-10.000000,	-11.851761
0.644000,	-5.000000,	-11.850486
0.645000,	-21.000000,	-11.854465
0.646000,	0.000000,	-11.861741
0.647000,	0.000000,	-11.868065
0.648000,	-21.000000,	-11.866632
0.649000,	-5.000000,	-11.855444
0.650000,	-5.000000,	-11.835027
0.651000,	-32.000000,	-11.806004
0.652000,	-10.000000,	-11.774651
0.653000,	-10.000000,	-11.748079
0.654000,	-27.000000,	-11.729140
0.655000,	-5.000000,	-11.720925
0.656000,	-5.000000,	-11.723799
0.657000,	-21.000000,	-11.733563
0.658000,	-5.000000,	-11.747966
0.659000,	0.000000,	-11.764430
0.660000,	-27.000000,	-11.778215
0.661000,	-5.000000,	-11.789142
0.662000,	-5.000000,	-11.798410
0.663000,	-27.000000,	-11.804806
0.664000,	0.000000,	-11.809601
0.665000,	-5.000000,	-11.812553
0.666000,	-27.000000,	-11.810650
0.667000,	0.000000,	-11.805042
0.668000,	-10.000000,	-11.796740
0.669000,	-32.000000,	-11.785716
0.670000,	-10.000000,	-11.778104
0.671000,	-10.000000,	-11.780118
0.672000,	-27.000000,	-11.793109
0.673000,	-5.000000,	-11.818853
0.674000,	0.000000,	-11.855929
0.675000,	-21.000000,	-11.897352
0.676000,	-5.000000,	-11.938626
0.677000,	0.000000,	-11.976716
0.678000,	-27.000000,	-12.007235
0.679000,	-10.000000,	-12.031020
0.680000,	-5.000000,	-12.051444
0.681000,	-27.000000,	-12.069087
0.682000,	-10.000000,	-12.086653
0.683000,	-5.000000,	-12.106971
0.684000,	-21.000000,	-12.128628
0.685000,	0.000000,	-12.149784
0.686000,	-5.000000,	-12.166989
0.687000,	-21.000000,	-12.175430
0.688000,	0.000000,	-12.174086
0.689000,	-10.000000,	-12.162319
0.690000,	-32.000000,	-12.140472
0.691000,	-10.000000,	-12.115911
0.692000,	-10.000000,	-12.095984
0.693000,	-21.000000,	-12.082302
0.694000,	-5.000000,	-12.075419
0.695000,	0.000000,	-12.073067
0.696000,	-27.000000,	-12.070082
0.697000,	-5.000000,	-12.065919
0.698000,	0.000000,	-12.060813
0.699000,	-27.000000,	-12.051479
0.700000,	-5.000000,	-12.038193
0.701000,	-5.000000,	-12.022567
0.702000,	-32.000000,	-12.004414
0.703000,	0.000000,	-11.987149
0.704000,	-5.000000,	-11.972247
0.705000,	-27.000000,	-11.956725
0.706000,	0.000000,	-11.941045
0.707000,	0.000000,	-11.924302
0.708000,	-21.000000,	-11.900878
0.709000,	-5.000000,	-11.868960
0.710000,	-5.000000,	-11.829219
0.711000,	-32.000000,	-11.782392
0.712000,	-5.000000,	-11.734187
0.713000,	-10.000000,	-11.689958
0.714000,	-27.000000,	-11.651164
0.715000,	0.000000,	-11.620479
0.716000,	-5.000000,	-11.597355
0.717000,	-27.000000,	-11.577726
0.718000,	-5.000000,	-11.562395
0.719000,	-10.000000,	-11.553245
0.720000,	-32.000000,	-11.550782
0.721000,	-10.000000,	-11.560089
0.722000,	-5.000000,	-11.585051
0.723000,	-21.000000,	-11.622917
0.724000,	0.000000,	-11.669873
0.725000,	0.000000,	-11.720008
0.726000,	-21.000000,	-11.765045
0.727000,	-5.000000,	-11.801695
0.728000,	-5.000000,	-11.829357
0.729000,	-21.000000,	-11.846264
0.730000,	-10.000000,	-11.853893
0.731000,	-5.000000,	-11.854911
0.732000,	-27.000000,	-11.850308
0.733000,	-5.000000,	-11.843337
0.734000,	-10.000000,	-11.836685
0.735000,	-27.000000,	-11.830978
0.736000,	0.000000,	-11.828917
0.737000,	-10.000000,	-11.830676
0.738000,	-21.000000,	-11.833342
0.739000,	0.000000,	-11.836477
0.740000,	0.000000,	-11.837119
0.741000,	-27.000000,	-11.829674
